1.0.-Etxebizitzen salerosketa kopurua. 2018ko 3. hiruhilekoa;;;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;96,00;33,00;63,00;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;16,00;4,00;12,00;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;135,00;8,00;127,00;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;120,00;1,00;119,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;38,00;2,00;36,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;66,00;8,00;58,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;170,00;18,00;152,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;147,00;12,00;135,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;69,00;3,00;66,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;64,00;13,00;51,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;15,00;n.d.;n.d.;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;50,00;1,00;49,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;70,00;n.d.;n.d.;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;93,00;7,00;86,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;87,00;1,00;86,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;147,00;22,00;125,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;103,00;1,00;102,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;116,00;n.d.;n.d.;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;43,00;n.d.;n.d.;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;89,00;1,00;88,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;168,00;19,00;149,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;146,00;32,00;114,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;135,00;3,00;132,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;65,00;15,00;50,00;;;;;
;;;;;;;;;
;;;;;;;;;
1.1.1.-  Etxebizitzen batez besteko prezioa (€/m2). 2018ko 3. hiruhilekoa;;;;;;;;;
1.1.1.- Precio medio de vivienda (€/m2). 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                          ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;;
Nazionala/Nacional;ESPAÑA;1.690,25;1.704,16;1.687,24;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.516,89;2.466,58;2.525,24;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.366,74;1.422,59;1.354,80;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.262,51;1.609,90;1.178,43;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.250,95;1.437,43;1.195,42;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.329,95;2.307,42;2.334,01;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.861,16;1.808,40;1.874,61;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.460,88;1.424,52;1.471,15;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.034,53;1.181,78;997,59;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;770,23;791,38;764,49;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.106,11;2.018,30;2.121,54;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;707,60;825,75;693,84;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.290,32;1.255,01;1.299,60;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.617,57;2.268,98;2.719,52;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;966,95;938,90;971,97;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.556,23;1.567,63;1.551,79;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.041,80;1.135,54;1.023,58;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.245,17;1.584,24;1.189,80;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.883,18;2.081,89;1.867,86;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;4.420,65;4.611,08;4.413,80;;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.604,04;3.821,12;2.492,95;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.691,43; n.d. ; n.d. ;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.242,58;2.194,24;2.257,98;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.363,28;2.359,43;2.363,96;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.878,83;1.971,05;1.871,35;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.797,29; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.864,87;1.807,76;1.889,05;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;2.503,74;2.973,65;2.454,86;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;3.306,57;2.566,08;3.487,17;;;;;
Eskualde Egitura/Áreas funcionales;Durango;2.246,10;2.422,91;2.078,71;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.838,32;1.985,58;1.805,75;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;2.214,50; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.439,43; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;898,83; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.712,64; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.780,48;1.666,28;1.840,82;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;2.331,36; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;2.061,37; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;2.794,42; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;1.338,49; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;2.727,55; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;1.931,20; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;1.632,67; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;1.914,64; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;1.598,33; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;5.855,63; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;6.446,95; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;4.190,06; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;5.257,31; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;4.526,49; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;2.945,98; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;2.862,01; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.443,37; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;1.601,29; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.421,27; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;2.432,97;5.360,27;2.056,60;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;3.723,85;3.846,21;3.687,14;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.238,73; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;2.177,68;2.289,85;2.141,15;;;;;
;;;;;;;;;
;;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2018ko 3. hiruhilekoa;;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;;
Nazionala/Nacional;ESPAÑA;2.564,31;1.896,10;1.666,78;1.628,00;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;3.274,19;2.542,08;2.362,72;2.475,19;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.849,12;1.437,96;1.314,64;1.385,63;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.311,63;1.283,49;1.334,52;1.327,58;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.364,09;1.176,13;1.220,12;1.298,63;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3.101,03;2.501,27;2.221,73;2.217,86;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.727,58;2.156,22;1.601,10;1.446,59;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.631,84;1.556,05;1.450,65;1.500,33;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.171,09;1.081,00;1.099,33;1.091,48;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;985,14;801,76;804,56;828,16;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.573,16;2.261,93;2.157,69;2.186,99;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;729,17;770,51;763,09;785,72;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.918,59;1.361,31;1.327,87;1.237,72;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3.990,95;2.654,65;2.352,77;2.625,29;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.221,89;1.177,79;1.021,68;881,93;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.846,83;1.782,13;1.633,38;1.638,49;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.275,39;1.021,21;1.058,12;1.035,97;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.722,82;1.263,54;1.182,34;1.124,01;;;;
;;;;;;;;;
;;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2018ko 3. hiruhilekoa;;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;;
Nazionala/Nacional;ESPAÑA;1.762,95;1.382,77;1.331,41;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.504,15;2.960,81;2.680,73;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.416,40;1.165,27;1.125,01;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.352,14;1.022,93;751,54;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.272,34;1.209,13;1.048,64;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.331,69;2.030,85;2.521,68;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.062,06;1.036,23;708,92;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;759,27;649,30;554,26;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.336,71;1.168,08;978,64;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.111,90;852,69;611,56;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;809,46;766,73;627,59;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.828,94;2.052,29;1.998,72;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.500,98;1.200,27;1.230,66;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.193,28;1.669,74;1.754,71;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.696,77;1.852,35;2.394,49;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;980,09;1.091,86;677,80;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.641,38;1.157,75;1.261,92;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.229,88;1.385,37;1.232,32;;;;;
;;;;;;;;;
;;;;;;;;;
1.2.- Hiri-lurzoruaren batez besteko prezioa (€/m2). 2018ko 3. hiruhilekoa;;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;246,21;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;100,46;;;;;;;
Lurraldea/TTHH;GIPUZKOA;375,78;;;;;;;
Lurraldea/TTHH;BIZKAIA;269,23;;;;;;;
;;;;;;;;;
;;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldakuntza (%). 2018ko 3. hiruhilekoa;;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;;
Nazionala/Nacional;ESPAÑA;4,02;2,30;0,10;-9,56;0,43;1,42;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2,71;2,10;0,30;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;3,75;2,20;-0,50;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;4,56;2,30;-0,10;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;3,77;2,10;0,10;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;6,32;1,90;0,70;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;8,24;2,00;0,30;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;0,24;2,20;1,00;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1,47;2,60;0,40;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,37;2,70;-0,30;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;4,04;2,30;0,20;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;3,17;2,40;0,50;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;0,99;2,30;0,50;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;8,01;2,10;0,30;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;0,32;2,20;-0,20;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;7,55;2,40;0,70;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;4,50;2,20;-0,50;-9,56;0,43;1,42;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;5,36;2,50;-0,10;-9,56;0,43;1,42;;
;;;;;;;;;
;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2018ko 3. hiruhilekoa;;;;;;;;;
1.4.- Compraventas de extranjeros. 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;;
ESPAÑA;España;117.348,00;0,88;-;;;;;
ESPAÑA;Reino Unido;2.585,00;0,02;0,16;;;;;
ESPAÑA;Francia;1.226,00;0,01;0,08;;;;;
ESPAÑA;Alemania;1.094,00;0,01;0,07;;;;;
ESPAÑA;Belgica;948,00;0,01;0,06;;;;;
ESPAÑA;Rumania;943,00;0,01;0,06;;;;;
ESPAÑA;Suecia;837,00;0,01;0,05;;;;;
ESPAÑA;Italia;836,00;0,01;0,05;;;;;
ESPAÑA;Marruecos;807,00;0,01;0,05;;;;;
ESPAÑA;China;632,00;0,00;0,04;;;;;
ESPAÑA;Rusia;452,00;0,00;0,03;;;;;
ESPAÑA;Holanda;428,00;0,00;0,03;;;;;
ESPAÑA;Noruega;299,00;0,00;0,02;;;;;
ESPAÑA;Ucrania;266,00;0,00;0,02;;;;;
ESPAÑA;Polonia;248,00;0,00;0,02;;;;;
ESPAÑA;Argelia;216,00;0,00;0,01;;;;;
ESPAÑA;Irlanda;211,00;0,00;0,01;;;;;
ESPAÑA;Bulgaria;183,00;0,00;0,01;;;;;
ESPAÑA;Suiza;154,00;0,00;0,01;;;;;
ESPAÑA;Dinamarca;147,00;0,00;0,01;;;;;
ESPAÑA;Estados Unidos;117,00;0,00;0,01;;;;;
ESPAÑA;Gainerakoa/Resto;3.410,00;0,03;0,21;;;;;
;;;;;;;;;
;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2018ko 3. hiruhilekoa;;;;;;;;;
1.4.- Compraventas de extranjeros. 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;;
EUSKADI/PAÍS VASCO;España;4.845,00;0,98;-;;;;;
EUSKADI/PAÍS VASCO;Rumania;22,00;0,00;0,20;;;;;
EUSKADI/PAÍS VASCO;China;15,00;0,00;0,13;;;;;
EUSKADI/PAÍS VASCO;Marruecos;8,00;0,00;0,07;;;;;
EUSKADI/PAÍS VASCO;Reino Unido;5,00;0,00;0,04;;;;;
EUSKADI/PAÍS VASCO;Francia;5,00;0,00;0,04;;;;;
EUSKADI/PAÍS VASCO;Bolivia;5,00;0,00;0,04;;;;;
EUSKADI/PAÍS VASCO;Italia;5,00;0,00;0,04;;;;;
EUSKADI/PAÍS VASCO;Portugal;4,00;0,00;0,04;;;;;
EUSKADI/PAÍS VASCO;Colombia;4,00;0,00;0,04;;;;;
EUSKADI/PAÍS VASCO;Peru;2,00;0,00;0,02;;;;;
EUSKADI/PAÍS VASCO;Pakistan;2,00;0,00;0,02;;;;;
EUSKADI/PAÍS VASCO;Alemania;2,00;0,00;0,02;;;;;
EUSKADI/PAÍS VASCO;Rusia;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Vietnam;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Libano;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Guinea-Bissau;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Uruguay;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Paraguay;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Argentina;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Togo;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Brasil;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Chile;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Armenia;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Canada;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Nicaragua;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Filipinas;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Cuba;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Gainerakoa/Resto;18,00;0,00;0,16;;;;;
;;;;;;;;;
;;;;;;;;;
1.5.-Etxebizitzen jabetzaren batez besteko aldia (egunak/%). 2018ko 3. hiruhilekoa;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;
Nazionala/Nacional;ESPAÑA;5.331,00;8,79;9,94;14,29;66,98;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;6.663,00;4,00;6,19;13,38;76,43;;;
;;;;;;;;;
;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2018ko 3. hiruhilekoa;;;;;;;;;
2.1.- Distribución de compraventas (%). 03 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;
Nazionala/Nacional;ESPAÑA;16,18;1,39;74,66;7,77;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;13,05;1,52;79,44;5,99;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;15,97;1,58;74,86;7,59;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;16,58;1,41;68,35;13,66;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;19,38;3,64;65,33;11,65;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;14,86;0,14;82,37;2,63;;;;
